"Date","Category","L","S","A","Real.estate","Private.businesses","Liabilities","C","Fixed.income","Mkt_RF"
1989-07-01,"Bottom50",23943,0.0140452041696242,1704710,825615,40285,986854,170029,28265,0.0788645767759999
1989-07-01,"Next40",359532,0.04062636550915,8849721,3425341,603924,1554872,1235401,360490,0.0788645767759999
1989-07-01,"Next9",811430,0.098391085132061,8246987,2023854,1015740,481148,1269414,1031992,0.0788645767759999
1989-07-01,"RemainingTop1",590198,0.19745416418259,2989038,479105,723594,84766,475336,559387,0.0788645767759999
1989-07-01,"TopPt1",305340,0.16941685623925,1802300,139254,586079,45133,168930,700540,0.0788645767759999
1989-10-01,"Bottom50",25380,0.0147085840061245,1725523,823713,40854,1014945,173920,29099,-0.01499205928
1989-10-01,"Next40",375403,0.0416333587671124,9016880,3445928,605956,1579024,1262838,368641,-0.01499205928
1989-10-01,"Next9",830446,0.0989884404260034,8389323,2070660,1025901,499087,1286315,1051246,-0.01499205928
1989-10-01,"RemainingTop1",602047,0.196933829184035,3057103,500960,730771,90667,477040,581306,-0.01499205928
1989-10-01,"TopPt1",318828,0.17172070797871,1856666,153056,593345,43820,177172,714532,-0.01499205928
1990-01-01,"Bottom50",24686,0.0139410563148422,1770741,850396,41428,1037002,175447,29858,-0.0506120268799999
1990-01-01,"Next40",370599,0.040648936911166,9117065,3447508,607039,1593883,1276776,376940,-0.0506120268799999
1990-01-01,"Next9",784016,0.093494679915451,8385675,2048825,1033473,521224,1294546,1078554,-0.0506120268799999
1990-01-01,"RemainingTop1",567223,0.186209744690923,3046151,503412,736264,96016,474627,593169,-0.0506120268799999
1990-01-01,"TopPt1",286986,0.156081351175698,1838695,162843,598192,42263,182734,722393,-0.0506120268799999
1990-04-01,"Bottom50",26295,0.0148506715417759,1770627,833235,41992,1058187,176522,30900,0.036445764032
1990-04-01,"Next40",388205,0.0419425752820094,9255631,3470775,608828,1614022,1285252,387036,0.036445764032
1990-04-01,"Next9",806964,0.0949767755535116,8496435,2085198,1044365,543479,1289644,1102925,0.036445764032
1990-04-01,"RemainingTop1",581304,0.187295987163563,3103665,521880,743389,100743,463852,628400,0.036445764032
1990-04-01,"TopPt1",303669,0.161416163463174,1881280,174074,606975,41181,177646,738032,0.036445764032
1990-07-01,"Bottom50",22828,0.0125198261659321,1823348,876455,42551,1079555,178766,31978,-0.17215046308
1990-07-01,"Next40",355926,0.0380979273201591,9342398,3501193,610686,1631612,1303260,398275,-0.17215046308
1990-07-01,"Next9",677721,0.0805742529903214,8411136,2071643,1056319,559351,1300821,1135138,-0.17215046308
1990-07-01,"RemainingTop1",487031,0.159731995299521,3049051,526606,750884,105207,462312,665782,-0.17215046308
1990-07-01,"TopPt1",217487,0.119649622957376,1817699,186829,617257,39630,184198,754663,-0.17215046308
1990-10-01,"Bottom50",26163,0.0139632663038199,1873702,905249,43126,1105162,182393,33655,0.0687405876799998
1990-10-01,"Next40",390954,0.0412934372782923,9467703,3462196,610833,1646883,1328522,425632,0.0687405876799998
1990-10-01,"Next9",750869,0.0877299530416818,8558867,2052962,1062866,572966,1314705,1196626,0.0687405876799998
1990-10-01,"RemainingTop1",536248,0.170709648624911,3141287,528840,755118,111812,461283,711633,0.0687405876799998
1990-10-01,"TopPt1",267979,0.140625549361599,1905621,197149,622288,37980,190132,804434,0.0687405876799998
1991-01-01,"Bottom50",30832,0.0162753807943961,1894395,901688,43739,1116236,184770,34034,0.152021888126
1991-01-01,"Next40",437744,0.0455894054081076,9601880,3437090,608072,1644862,1348854,420123,0.152021888126
1991-01-01,"Next9",861448,0.0988675737247723,8713150,2062344,1059504,581255,1333373,1163464,0.152021888126
1991-01-01,"RemainingTop1",611776,0.188553915344046,3244568,538794,753567,117427,464095,715974,0.152021888126
1991-01-01,"TopPt1",345614,0.173634629461327,1990467,207487,617531,35899,202997,779028,0.152021888126
1991-04-01,"Bottom50",31465,0.0164139839944746,1916963,914333,44338,1135382,182589,35120,-0.017367137488
1991-04-01,"Next40",445926,0.0459960024284968,9694886,3451999,606487,1660809,1337248,428902,-0.017367137488
1991-04-01,"Next9",852207,0.0976689942227694,8725461,2068079,1061089,601600,1310850,1174946,-0.017367137488
1991-04-01,"RemainingTop1",601945,0.184640721354761,3260088,549423,754583,121894,443289,759940,-0.017367137488
1991-04-01,"TopPt1",341274,0.172140214422444,1982535,218977,618490,34643,189657,786815,-0.017367137488
1991-07-01,"Bottom50",34239,0.0173517180425636,1973234,955655,44960,1138345,182513,35879,0.049624999488
1991-07-01,"Next40",474016,0.0481432369363572,9845952,3483783,603633,1668213,1339414,433316,0.049624999488
1991-07-01,"Next9",904688,0.102716441411114,8807626,2048028,1058615,622408,1303575,1200672,0.049624999488
1991-07-01,"RemainingTop1",635697,0.191805460009414,3314280,551768,753118,126058,430621,793539,0.049624999488
1991-07-01,"TopPt1",380113,0.188894233779554,2012306,231156,615830,34107,185292,790366,0.049624999488
1991-10-01,"Bottom50",40436,0.0200572511605736,2016029,977474,45616,1160450,184213,36650,0.0756420646999998
1991-10-01,"Next40",532619,0.0531665882572313,10017927,3489994,599117,1691607,1352748,442656,0.0756420646999998
1991-10-01,"Next9",1055871,0.117042779041462,9021240,2057150,1050492,649728,1307148,1230925,0.0756420646999998
1991-10-01,"RemainingTop1",739351,0.214849733250766,3441247,561511,748299,131664,423458,814358,0.0756420646999998
1991-10-01,"TopPt1",489087,0.230230962015354,2124332,244455,607969,33780,186577,796828,0.0756420646999998
1992-01-01,"Bottom50",40660,0.0200763850656581,2025265,981407,46268,1151671,177246,37355,-0.0217918814200001
1992-01-01,"Next40",537106,0.0533291313902524,10071531,3498428,595404,1692761,1314881,442207,-0.0217918814200001
1992-01-01,"Next9",1032123,0.114608041127835,9005677,2081607,1045876,671666,1272588,1213998,-0.0217918814200001
1992-01-01,"RemainingTop1",718433,0.208521290891835,3445370,576260,745269,133557,398034,869719,-0.0217918814200001
1992-01-01,"TopPt1",475363,0.226043643038179,2102970,256844,604289,33373,173872,791834,-0.0217918814200001
1992-04-01,"Bottom50",41655,0.0203886545984235,2043048,982454,46914,1154073,176410,37831,-0.00969193191000017
1992-04-01,"Next40",548517,0.0539262712589256,10171610,3513137,592281,1702404,1311414,438828,-0.00969193191000017
1992-04-01,"Next9",1030261,0.113452135712963,9081019,2095413,1044034,695644,1257697,1193910,-0.00969193191000017
1992-04-01,"RemainingTop1",712824,0.207959917133914,3427699,588907,743622,137210,380462,891303,-0.00969193191000017
1992-04-01,"TopPt1",477586,0.228583216350114,2089331,268143,603995,33112,165043,769216,-0.00969193191000017
1992-07-01,"Bottom50",44226,0.020755312019553,2130828,1052111,47532,1175812,177004,38389,0.025156254284
1992-07-01,"Next40",573870,0.0554857529328785,10342655,3565371,590533,1720924,1317254,435464,0.025156254284
1992-07-01,"Next9",1073443,0.116470825791081,9216411,2075162,1048045,716067,1252773,1193824,0.025156254284
1992-07-01,"RemainingTop1",738991,0.213879656352853,3455172,590069,745077,142335,368107,934730,0.025156254284
1992-07-01,"TopPt1",512047,0.242252075157485,2113695,281275,610194,32087,161793,763475,0.025156254284
1992-10-01,"Bottom50",49300,0.0224935849938131,2191736,1082563,48704,1222921,178678,39940,0.0681182208840001
1992-10-01,"Next40",608899,0.058020208865472,10494602,3608661,589088,1741856,1322131,432311,0.0681182208840001
1992-10-01,"Next9",1194130,0.126932061854892,9407631,2088741,1030061,715396,1249466,1155527,0.0681182208840001
1992-10-01,"RemainingTop1",858780,0.239093472746524,3591817,591907,759768,144369,376678,909482,0.0681182208840001
1992-10-01,"TopPt1",601236,0.267920094007051,2244087,280331,602656,32034,167338,843154,0.0681182208840001
1993-01-01,"Bottom50",51395,0.0237216743038811,2166584,1033730,49779,1244827,174507,42118,0.0339550189120001
1993-01-01,"Next40",617778,0.0586264133639578,10537537,3599347,591875,1734697,1293189,449829,0.0339550189120001
1993-01-01,"Next9",1228308,0.128977005743183,9523465,2153152,1028711,705462,1223485,1142446,0.0339550189120001
1993-01-01,"RemainingTop1",917127,0.249379560505597,3677635,608597,784454,145631,375155,887196,0.0339550189120001
1993-01-01,"TopPt1",629328,0.267742979876988,2350493,275279,613053,31568,166133,930799,0.0339550189120001
1993-04-01,"Bottom50",52654,0.02360575246194,2230558,1073691,50876,1292847,173947,43478,0.000511105649999788
1993-04-01,"Next40",619387,0.058109722540422,10658922,3669780,594197,1752725,1284865,452748,0.000511105649999788
1993-04-01,"Next9",1238223,0.129286395579577,9577365,2156426,1025771,703066,1210575,1109414,0.000511105649999788
1993-04-01,"RemainingTop1",958054,0.256732896268874,3731715,609310,809008,147734,379342,851269,0.000511105649999788
1993-04-01,"TopPt1",640544,0.266567787422943,2402931,270880,622875,31210,168672,993866,0.000511105649999788
1993-07-01,"Bottom50",55299,0.0240412874190059,2300168,1117396,51946,1352306,174237,44570,0.0324331117759999
1993-07-01,"Next40",632905,0.0585157007414765,10815986,3755157,597412,1776470,1282035,450212,0.0324331117759999
1993-07-01,"Next9",1288326,0.133249418474163,9668530,2149519,1026796,701412,1203513,1051018,0.0324331117759999
1993-07-01,"RemainingTop1",1027952,0.268506807801271,3828402,606646,836440,151887,386794,834217,0.0324331117759999
1993-07-01,"TopPt1",680474,0.273845268493311,2484885,267301,637821,30874,174567,1046062,0.0324331117759999
1993-10-01,"Bottom50",57936,0.024627941082701,2352450,1142108,53058,1409459,173741,46950,0.0116558285899999
1993-10-01,"Next40",646261,0.0590057385014267,10952511,3820188,599619,1806316,1275220,472042,0.0116558285899999
1993-10-01,"Next9",1338149,0.136813943735038,9780794,2168871,1023972,703642,1195945,1035345,0.0116558285899999
1993-10-01,"RemainingTop1",1097758,0.278471559325362,3942083,611269,862536,155022,394680,845390,0.0116558285899999
1993-10-01,"TopPt1",720583,0.277494709723134,2596745,264306,649959,31073,181813,1138733,0.0116558285899999
1994-01-01,"Bottom50",56384,0.023963252719156,2352936,1122111,54110,1448994,172409,49724,-0.0455500743850001
1994-01-01,"Next40",623803,0.0566216772480073,11017035,3865865,603164,1808899,1263561,488848,-0.0455500743850001
1994-01-01,"Next9",1266975,0.129397151592827,9791367,2212800,1027186,691081,1185318,1042701,-0.0455500743850001
1994-01-01,"RemainingTop1",1079603,0.271350848936718,3978624,623296,892530,157578,401348,866741,-0.0455500743850001
1994-01-01,"TopPt1",675736,0.255427884117443,2645506,258297,669414,30277,188446,1246648,-0.0455500743850001
1994-04-01,"Bottom50",55741,0.0233346910804388,2388761,1136411,55122,1501445,169650,52678,-0.0181447989760002
1994-04-01,"Next40",609156,0.0547665045010314,11122784,3941517,607321,1836065,1242043,505358,-0.0181447989760002
1994-04-01,"Next9",1222498,0.124634443266462,9808669,2230995,1033582,692836,1162061,1044196,-0.0181447989760002
1994-04-01,"RemainingTop1",1080369,0.267970725764125,4031668,628411,924808,159982,400816,897809,-0.0181447989760002
1994-04-01,"TopPt1",650242,0.240615509631955,2702411,253129,693311,30640,187782,1358499,-0.0181447989760002
1994-07-01,"Bottom50",57073,0.0231231788465839,2468216,1188469,56215,1557067,170074,54306,0.045148273008
1994-07-01,"Next40",611430,0.0542433538739423,11271980,4018768,609730,1865469,1240632,503860,0.045148273008
1994-07-01,"Next9",1234740,0.125045509439886,9874325,2215724,1032835,693660,1158882,1016130,0.045148273008
1994-07-01,"RemainingTop1",1122453,0.272913540287859,4112852,622872,954058,162318,411288,895819,0.045148273008
1994-07-01,"TopPt1",665072,0.239626813535396,2775449,247809,711145,30864,197713,1428232,0.045148273008
1994-10-01,"Bottom50",56868,0.0224502638304726,2533066,1232402,57323,1620853,170313,58588,-0.01897920883
1994-10-01,"Next40",600615,0.0529562675563144,11341717,4049979,611828,1907232,1238660,540534,-0.01897920883
1994-10-01,"Next9",1203146,0.121621446769831,9892548,2214378,1031064,702854,1157580,1040839,-0.01897920883
1994-10-01,"RemainingTop1",1132084,0.270364688215267,4187248,621614,983488,165834,423389,953364,-0.01897920883
1994-10-01,"TopPt1",649457,0.226279653481767,2870152,243426,729194,31845,209937,1588584,-0.01897920883
1995-01-01,"Bottom50",60160,0.0231836607601512,2594931,1261464,58505,1657442,172094,59233,0.0780568794600001
1995-01-01,"Next40",619583,0.0539990176022802,11473968,4078305,612726,1910408,1245817,529677,0.0780568794600001
1995-01-01,"Next9",1271188,0.126779866704353,10026734,2216394,1024133,690050,1163541,988760,0.0780568794600001
1995-01-01,"RemainingTop1",1215329,0.282280225363549,4305399,621902,1011112,167455,439344,924301,0.0780568794600001
1995-01-01,"TopPt1",704574,0.236856914453377,2974682,237138,743263,31221,225683,1620821,0.0780568794600001
1995-04-01,"Bottom50",63662,0.0235242645942118,2706227,1341581,59685,1720012,174943,59786,0.0792912636799998
1995-04-01,"Next40",640187,0.0547603978652078,11690693,4147901,613749,1938109,1259721,509092,0.0792912636799998
1995-04-01,"Next9",1345150,0.133220456854607,10097173,2176051,1017977,685950,1176826,949540,0.0792912636799998
1995-04-01,"RemainingTop1",1303086,0.292753580209636,4451136,610949,1039900,171340,459663,900665,0.0792912636799998
1995-04-01,"TopPt1",764722,0.248103749610271,3082267,231825,759448,31096,246093,1661165,0.0792912636799998
1995-07-01,"Bottom50",67992,0.0242089679143585,2808546,1415165,60775,1784551,174839,61418,0.07784226608
1995-07-01,"Next40",667592,0.0567564683893034,11762395,4070592,615979,1975321,1254955,514150,0.07784226608
1995-07-01,"Next9",1442693,0.142207616636292,10144977,2111975,1017816,692219,1171047,916717,0.07784226608
1995-07-01,"RemainingTop1",1408410,0.305541556849439,4609553,591584,1072224,175297,469655,900125,0.07784226608
1995-07-01,"TopPt1",842688,0.261493123101495,3222601,223821,783136,31743,256750,1730497,0.07784226608
1995-10-01,"Bottom50",73923,0.0262104187150112,2820367,1404586,63660,1802769,178239,61225,0.0345506212160001
1995-10-01,"Next40",725903,0.0604923552362421,11999913,4107318,627875,2020777,1281463,549755,0.0345506212160001
1995-10-01,"Next9",1566977,0.150127030217652,10437674,2144225,1047109,713359,1180144,955401,0.0345506212160001
1995-10-01,"RemainingTop1",1476268,0.311915238688047,4732914,606601,1069533,180625,474538,937372,0.0345506212160001
1995-10-01,"TopPt1",922683,0.27696154945237,3331448,226519,788355,34928,258215,1767290,0.0345506212160001
1996-01-01,"Bottom50",77804,0.0275517134655795,2823926,1384948,66644,1813624,184219,58491,0.0438684642920002
1996-01-01,"Next40",766954,0.0627015029969355,12231828,4163428,638493,2046246,1325253,541167,0.0438684642920002
1996-01-01,"Next9",1632757,0.152970892324037,10673645,2189690,1070187,736967,1209597,958364,0.0438684642920002
1996-01-01,"RemainingTop1",1501530,0.312730208259786,4801359,624485,1063950,185496,490909,931501,0.0438684642920002
1996-01-01,"TopPt1",961548,0.285518647015017,3367724,228111,787550,36961,271934,1724461,0.0438684642920002
1996-04-01,"Bottom50",81947,0.028821463227285,2843263,1391176,69563,1826423,185487,58347,0.0328812063919999
1996-04-01,"Next40",810177,0.065075382999421,12449823,4237267,649975,2092002,1337683,560208,0.0328812063919999
1996-04-01,"Next9",1706260,0.157078671442137,10862455,2207686,1097210,766534,1199166,988381,0.0328812063919999
1996-04-01,"RemainingTop1",1533032,0.314255826782032,4878293,634616,1060255,189738,483794,989149,0.0328812063919999
1996-04-01,"TopPt1",1006648,0.294847675644359,3414129,230063,791119,40724,259899,1752227,0.0328812063919999
1996-07-01,"Bottom50",83743,0.0292068432383907,2867239,1398912,72511,1838733,188587,56304,0.0148681789080001
1996-07-01,"Next40",833434,0.0660022416405521,12627359,4282671,661165,2137085,1363194,544332,0.0148681789080001
1996-07-01,"Next9",1713874,0.155575527895045,11016347,2241320,1122650,796500,1207050,1008252,0.0148681789080001
1996-07-01,"RemainingTop1",1516659,0.309027863383457,4907839,649646,1055860,193322,487458,1012974,0.0148681789080001
1996-07-01,"TopPt1",1004796,0.294664867233125,3409962,235544,793198,44361,259877,1734636,0.0148681789080001
1996-10-01,"Bottom50",88450,0.0307060694911853,2880538,1385684,75194,1855951,190586,55057,0.05352410625
1996-10-01,"Next40",881347,0.0686488961732443,12838473,4277893,675642,2181107,1382808,554826,0.05352410625
1996-10-01,"Next9",1803589,0.159197887022654,11329227,2310608,1163427,824821,1212320,1080077,0.05352410625
1996-10-01,"RemainingTop1",1561076,0.310967102437656,5020068,673135,1058998,197245,490154,1031736,0.05352410625
1996-10-01,"TopPt1",1062540,0.301967417734383,3518724,241785,811705,47344,259737,1760220,0.05352410625
1997-01-01,"Bottom50",90719,0.0314546224276843,2884123,1376146,77784,1844087,193294,49785,-0.00787508838399997
1997-01-01,"Next40",908446,0.0701314079000991,12953483,4298188,691362,2197324,1407530,482461,-0.00787508838399997
1997-01-01,"Next9",1825386,0.159009475047804,11479731,2353976,1209620,844135,1224415,1033238,-0.00787508838399997
1997-01-01,"RemainingTop1",1556185,0.308984134875794,5036456,689820,1065052,200634,496725,987135,-0.00787508838399997
1997-01-01,"TopPt1",1071446,0.306689458911273,3493586,245457,836211,50663,264045,1618788,-0.00787508838399997
1997-04-01,"Bottom50",102873,0.035069794936147,2933379,1395824,80539,1855644,195695,48293,0.15594609572
1997-04-01,"Next40",1019949,0.0764934747803403,13333804,4371847,705189,2238303,1428297,490494,0.15594609572
1997-04-01,"Next9",2122501,0.17678197815817,12006320,2376471,1246582,873574,1222365,1063102,0.15594609572
1997-04-01,"RemainingTop1",1752298,0.331202180421568,5290720,702088,1066793,205126,493708,1009440,0.15594609572
1997-04-01,"TopPt1",1280762,0.346115970666828,3700384,248939,850870,54377,254709,1604548,0.15594609572
1997-07-01,"Bottom50",110697,0.0370660070725331,2986483,1421180,83225,1878812,199089,46782,0.0840569948599996
1997-07-01,"Next40",1094529,0.0802071803932972,13646272,4420895,720054,2287434,1457173,496200,0.0840569948599996
1997-07-01,"Next9",2298686,0.185310847598937,12404487,2403584,1287967,911768,1235276,1073987,0.0840569948599996
1997-07-01,"RemainingTop1",1859958,0.34013011550787,5468372,713505,1070968,208937,499878,1041143,0.0840569948599996
1997-07-01,"TopPt1",1402893,0.366011839024952,3832917,254155,870204,57065,256965,1578255,0.0840569948599996
1997-10-01,"Bottom50",114095,0.0382902792124677,2979738,1397581,85613,1882504,203476,45161,0.00394095854000009
1997-10-01,"Next40",1131479,0.0819249439185656,13811166,4442002,739014,2333522,1492489,498153,0.00394095854000009
1997-10-01,"Next9",2350670,0.185488004122184,12672895,2490385,1347504,944732,1253985,1135972,0.00394095854000009
1997-10-01,"RemainingTop1",1877938,0.337320541074263,5567221,741819,1084661,212091,508933,1079838,0.00394095854000009
1997-10-01,"TopPt1",1433817,0.365277170957013,3925285,258501,909118,62219,261822,1579263,0.00394095854000009
1998-01-01,"Bottom50",127993,0.0421813011929393,3034354,1417323,88540,1872660,205119,43914,0.12292814942
1998-01-01,"Next40",1257807,0.0883553272107324,14235780,4519011,751235,2356935,1512570,518022,0.12292814942
1998-01-01,"Next9",2696449,0.202700976764308,13302595,2540174,1376031,972825,1267472,1173234,0.12292814942
1998-01-01,"RemainingTop1",2107737,0.35932208533055,5865871,759853,1082783,214374,516925,1093444,0.12292814942
1998-01-01,"TopPt1",1681139,0.402871727477055,4172889,263308,913860,65869,269179,1547466,0.12292814942
1998-04-01,"Bottom50",131716,0.043070680963829,3058136,1427640,91203,1901822,206218,44210,0.00762230295800026
1998-04-01,"Next40",1297703,0.0894235300003294,14511874,4636467,767243,2413794,1527621,568416,0.00762230295800026
1998-04-01,"Next9",2756493,0.202554463333654,13608651,2616608,1421222,1009333,1266698,1247828,0.00762230295800026
1998-04-01,"RemainingTop1",2131959,0.355499154089169,5997086,786758,1089695,219384,515494,1180263,0.00762230295800026
1998-04-01,"TopPt1",1716828,0.403565554473997,4254149,270571,936270,69410,262482,1590224,0.00762230295800026
1998-07-01,"Bottom50",121758,0.0388091242463795,3137355,1520793,94099,1921110,208500,42565,-0.13010840421
1998-07-01,"Next40",1220416,0.0839097353749635,14544391,4746551,780512,2465349,1552248,591382,-0.13010840421
1998-07-01,"Next9",2437357,0.181924285947269,13397645,2624836,1453737,1041592,1286552,1374794,-0.13010840421
1998-07-01,"RemainingTop1",1884439,0.32440710079463,5808871,793673,1090243,222801,527107,1235981,-0.13010840421
